survey_id,farmer_uid,data_year,age,education,household_member,women,total_income_riel,spend_riel,homestead,cattle,buffalo
684,SAMBOU|SB088,2019,,,,,,,,,
1806,SAMBOU|SB088,2020,,,,,,,,,
2841,SAMBOU|SB088,2021,,,,,,,,,
3727,SAMBOU|SB088,2022,,,,,,,3500,0,0
5276,SAMBOU|SB088,2023,,,,,,,3500,0,0
7286,SAMBOU|SB088,2024,33,Primary,6,1,4,5,3500,0,0
9055,SAMBOU|SB088,2025,35,Primary,6,1,6000000,6000000,3500,0,0
685,SAMBOU|SB091,2019,,,,,,,,,
1807,SAMBOU|SB091,2020,,,,,,,,,
2816,SAMBOU|SB091,2021,,,,,,,,,
3728,SAMBOU|SB091,2022,,,,,,,1750,0,0
5277,SAMBOU|SB091,2023,,,,,,,1750,0,0
7287,SAMBOU|SB091,2024,28,Secondary,5,2,5,10,1750,3,0
1808,SAMBOU|SB092,2020,,,,,,,,,
2815,SAMBOU|SB092,2021,,,,,,,,,
3729,SAMBOU|SB092,2022,,,,,,,3500,0,0
5278,SAMBOU|SB092,2023,,,,,,,3500,0,0
7288,SAMBOU|SB092,2024,58,Primary,2,1,6,8,3500,0,0
1809,SAMBOU|SB096,2020,,,,,,,,,
1810,SAMBOU|SB123,2020,,,,,,,,,
2814,SAMBOU|SB123,2021,,,,,,,,,
3730,SAMBOU|SB123,2022,,,,,,,750,0,0
5279,SAMBOU|SB123,2023,,,,,,,750,0,0
7289,SAMBOU|SB123,2024,29,High school,4,2,10,12,750,5,0
9056,SAMBOU|SB123,2025,29,Primary,4,2,18000000,18000000,750,6,0
1811,SAMBOU|SB126,2020,,,,,,,,,
2813,SAMBOU|SB126,2021,,,,,,,,,
3833,SAMBOU|SB126,2022,,,,,,,3500,0,0
7290,SAMBOU|SB126,2024,40,Primary,4,3,8,10,2800,0,0
9057,SAMBOU|SB126,2025,47,Primary,4,3,8000000,16000000,2800,0,0
1812,SAMBOU|SB129,2020,,,,,,,,,
2812,SAMBOU|SB129,2021,,,,,,,,,
1813,SAMBOU|SB189,2020,,,,,,,,,
2840,SAMBOU|SB189,2021,,,,,,,,,
5458,SAMOR|SM001,2023,,,,,,,2500,0,0
8794,SAMOR|SM001,2024,39,Primary,6,1,5.5,3.2,4800,18,0
10310,SAMOR|SM001,2025,38,Primary,6,1,10,8,1200,0,1
6154,SAMOR|SM002,2023,,,,,,,200,0,0
8795,SAMOR|SM002,2024,42,Primary,6,2,6,5,1500,32,0
10311,SAMOR|SM002,2025,42,Literacy,6,2,10,8,1200,45,0
5515,SAMOR|SM003,2023,,,,,,,1600,0,0
8796,SAMOR|SM003,2024,49,Primary,4,2,3.5,1.5,4800,5,4
10312,SAMOR|SM003,2025,45,Literacy,4,2,10,8,1000,0,0
5859,SAMOR|SM004,2023,,,,,,,1200,0,0
8797,SAMOR|SM004,2024,28,Primary,7,3,5.5,1.2,4000,0,0
10313,SAMOR|SM004,2025,42,Literacy,10,2,12,10,1200,6,0
6174,SAMOR|SM005,2023,,,,,,,500,0,0
8798,SAMOR|SM005,2024,67,Primary,6,2,15,13,3000,15,0
6016,SAMOR|SM006,2023,,,,,,,390,0,0
8799,SAMOR|SM006,2024,33,Primary,4,4,6,5,1500,6,0
10314,SAMOR|SM006,2025,34,Primary,4,3,12,10,1200,5,0
6125,SAMOR|SM007,2023,,,,,,,400,0,0
5975,SAMOR|SM008,2023,,,,,,,400,0,0
5905,SAMOR|SM009,2023,,,,,,,330,0,0
8800,SAMOR|SM009,2024,39,Primary,5,2,3.5,1.2,2800,0,0
10315,SAMOR|SM009,2025,38,Primary,5,2,10,8,1125,0,0
5454,SAMOR|SM010,2023,,,,,,,800,0,0
8801,SAMOR|SM010,2024,30,Primary,4,2,4,3,1600,0,0
10316,SAMOR|SM010,2025,31,Literacy,5,3,8,6,1000,2,0
5832,SAMOR|SM011,2023,,,,,,,100,0,0
8802,SAMOR|SM011,2024,29,Primary,5,2,4,3,1500,5,0
10317,SAMOR|SM011,2025,32,Literacy,5,2,8,7,1250,0,0
5709,SAMOR|SM012,2023,,,,,,,1000,0,0
8803,SAMOR|SM012,2024,52,Literacy,6,4,20,18,2500,50,0
10318,SAMOR|SM012,2025,55,Literacy,6,4,30,25,1500,50,0
6216,SAMOR|SM013,2023,,,,,,,1200,0,0
5525,SAMOR|SM014,2023,,,,,,,2000,0,0
5567,SAMOR|SM015,2023,,,,,,,1120,0,0
10319,SAMOR|SM015,2025,37,Primary,6,4,20,18,1200,40,0
5983,SAMOR|SM016,2023,,,,,,,1500,0,0
8804,SAMOR|SM016,2024,38,Primary,5,3,10,5,1000,30,0
10320,SAMOR|SM016,2025,40,Literacy,5,3,15,13,1250,43,0
5521,SAMOR|SM017,2023,,,,,,,520,0,0
8805,SAMOR|SM017,2024,48,Primary,6,4,5,3,4200,0,0
10321,SAMOR|SM017,2025,45,Literacy,6,4,8,7,1200,0,0
5461,SAMOR|SM019,2023,,,,,,,750,0,0
8806,SAMOR|SM019,2024,62,Literacy,5,3,8,6,1500,0,0
10322,SAMOR|SM019,2025,35,Primary,5,3,20,10,4200,0,0
6152,SAMOR|SM020,2023,,,,,,,1600,0,0
8807,SAMOR|SM020,2024,42,Primary,6,3,8,6,1500,0,0
10323,SAMOR|SM020,2025,55,Literacy,6,3,8,6,1000,0,0
5872,SAMOR|SM021,2023,,,,,,,2000,0,0
8808,SAMOR|SM021,2024,24,Primary,4,2,5,3,1500,0,3
10324,SAMOR|SM021,2025,25,Primary,5,2,8,6,750,5,0
6269,SAMOR|SM022,2023,,,,,,,2000,0,0
8809,SAMOR|SM022,2024,42,Primary,5,3,10,7,1500,0,0
10325,SAMOR|SM022,2025,55,Primary,6,4,15,13,1200,0,0
5817,SAMOR|SM023,2023,,,,,,,2500,0,0
8810,SAMOR|SM023,2024,67,Literacy,6,4,10,7,2000,4,0
10326,SAMOR|SM023,2025,62,Literacy,6,2,4,3,1200,4,0
6060,SAMOR|SM024,2023,,,,,,,200,0,0
8811,SAMOR|SM024,2024,38,Primary,6,3,5.2,2,4200,18,0
10327,SAMOR|SM024,2025,46,Primary,6,3,15,12,1750,15,0
5508,SAMOR|SM025,2023,,,,,,,1950,0,0
8812,SAMOR|SM025,2024,46,Primary,7,4,5.2,3.5,4800,3,0
10328,SAMOR|SM025,2025,45,Primary,7,4,10,8,1350,4,0
8813,SAMOR|SM026,2024,41,Primary,4,1,30,28,1200,30,0
10329,SAMOR|SM026,2025,45,Primary,7,2,40,36,1200,55,0
6317,SAMOR|SM027,2023,,,,,,,1500,0,0
8814,SAMOR|SM027,2024,32,Primary,5,3,10,5,4800,5,7
10330,SAMOR|SM027,2025,36,Primary,5,2,20,18,2250,0,12
6322,SAMOR|SM028,2023,,,,,,,360,0,0
8815,SAMOR|SM028,2024,48,Primary,5,3,70,3.5,4800,3,0
10331,SAMOR|SM028,2025,48,Literacy,5,2,10,8,1500,45,0
6319,SAMOR|SM029,2023,,,,,,,2250,0,0
8816,SAMOR|SM029,2024,38,Primary,5,3,15,5.2,4800,10,0
10332,SAMOR|SM029,2025,37,Literacy,5,3,20,18,2250,15,0
6233,SAMOR|SM030,2023,,,,,,,600,0,0
8817,SAMOR|SM030,2024,60,Literacy,8,6,5,4,2500,0,0
10333,SAMOR|SM030,2025,30,Literacy,5,3,10,8,2500,0,0
6089,SAMOR|SM032,2023,,,,,,,4000,0,0
8818,SAMOR|SM032,2024,32,Primary,6,4,6,5,1500,0,0
10334,SAMOR|SM032,2025,28,Literacy,5,4,10,8,1500,0,0
6061,SAMOR|SM033,2023,,,,,,,450,0,0
8819,SAMOR|SM033,2024,31,Primary,4,3,4,3,900,0,2
10335,SAMOR|SM033,2025,27,Literacy,4,3,15,10,4800,2,2
5522,SAMOR|SM034,2023,,,,,,,9000,0,0
8820,SAMOR|SM034,2024,50,Literacy,7,5,6,5,2500,4,0
10336,SAMOR|SM034,2025,50,Literacy,9,5,12,10,1200,3,0
5520,SAMOR|SM035,2023,,,,,,,360,0,0
8821,SAMOR|SM035,2024,38,Primary,5,2,3.5,1.5,4800,0,0
10337,SAMOR|SM035,2025,38,Literacy,5,2,10,8,1500,3,0
6259,SAMOR|SM036,2023,,,,,,,2250,0,0
8822,SAMOR|SM036,2024,48,Primary,8,3,12,5.2,4200,5,0
10338,SAMOR|SM036,2025,41,Primary,7,3,12,10,2250,7,0
6109,SAMOR|SM037,2023,,,,,,,630,0,0
8823,SAMOR|SM037,2024,35,Secondary,13,6,10,7,1500,15,0
10339,SAMOR|SM037,2025,28,Literacy,13,6,20,16,1500,25,0
6270,SAMOR|SM038,2023,,,,,,,360,0,0
8824,SAMOR|SM038,2024,35,Primary,6,4,5,2.5,4500,10,4
10340,SAMOR|SM038,2025,38,Primary,6,4,12,10,1200,35,5
10341,SAMOR|SM039,2025,51,Literacy,5,2,6,5,1200,0,0
6289,SAMOR|SM040,2023,,,,,,,240,0,0
8825,SAMOR|SM040,2024,48,Primary,10,4,5.5,3.5,2800,10,0
10342,SAMOR|SM040,2025,56,Literacy,4,2,8,6,1000,8,0
5583,SAMOR|SM041,2023,,,,,,,750,0,0
8826,SAMOR|SM041,2024,42,Literacy,7,5,6,3,1500,2,0
10343,SAMOR|SM041,2025,60,Literacy,7,5,15,13,1200,11,0
5473,SAMOR|SM042,2023,,,,,,,1300,0,0
8827,SAMOR|SM042,2024,40,Primary,4,2,8,6,600,2,0
10344,SAMOR|SM042,2025,36,Literacy,5,3,10,8,1200,0,0
5902,SAMOR|SM043,2023,,,,,,,144,0,0
8828,SAMOR|SM043,2024,48,Primary,4,3,5,3,1500,2,0
10345,SAMOR|SM043,2025,48,Primary,3,2,18,16,1200,3,0
6130,SAMOR|SM044,2023,,,,,,,455,0,0
8829,SAMOR|SM044,2024,29,Primary,4,3,6,4,5000,0,0
10346,SAMOR|SM044,2025,29,Primary,5,3,10,8,900,0,0
6172,SAMOR|SM045,2023,,,,,,,600,0,0
8830,SAMOR|SM045,2024,27,Primary,4,2,6,4,1500,0,0
10347,SAMOR|SM045,2025,28,Primary,4,2,10,8,1200,4,0
5436,SAMOR|SM046,2023,,,,,,,3000,0,0
8831,SAMOR|SM046,2024,45,Primary,9,4,12,8,500,0,0
10348,SAMOR|SM046,2025,50,Literacy,4,2,10,8,1250,0,0
5612,SAMOR|SM047,2023,,,,,,,750,0,0
8832,SAMOR|SM047,2024,45,Primary,8,4,20,18,1500,0,7
10349,SAMOR|SM047,2025,47,Literacy,9,4,20,17,2000,0,7
5523,SAMOR|SM048,2023,,,,,,,600,0,0
8833,SAMOR|SM048,2024,33,Primary,4,1,5,4,2500,1,0
10350,SAMOR|SM048,2025,32,Primary,4,1,10,8,1200,0,0
6353,SAMOR|SM049,2023,,,,,,,1200,0,0
8834,SAMOR|SM049,2024,42,Literacy,6,1,6,5,2000,2,4
10351,SAMOR|SM049,2025,35,Literacy,6,1,10,5,2800,0,4
6117,SAMOR|SM050,2023,,,,,,,300,0,0
8835,SAMOR|SM050,2024,21,Primary,4,1,5,4,2500,0,0
10352,SAMOR|SM050,2025,23,Primary,4,1,10,0.5,2800,0,0
5519,SAMOR|SM051,2023,,,,,,,600,0,0
8836,SAMOR|SM051,2024,44,Literacy,6,3,5,4,1500,7,0
10353,SAMOR|SM051,2025,42,Primary,6,3,10,8,1200,9,0
5814,SAMOR|SM052,2023,,,,,,,500,0,0
8837,SAMOR|SM052,2024,40,Primary,7,2,5,4,2000,0,0
10354,SAMOR|SM052,2025,43,Literacy,7,2,10,8,400,0,0
6066,SAMOR|SM053,2023,,,,,,,810,0,0
8838,SAMOR|SM053,2024,59,Secondary,2,1,10,5,2800,44,5
10355,SAMOR|SM053,2025,64,Literacy,2,1,10,7,540,45,0
6081,SAMOR|SM054,2023,,,,,,,360,0,0
8839,SAMOR|SM054,2024,35,Primary,5,4,3.5,2,2800,15,0
10356,SAMOR|SM054,2025,32,Primary,7,5,15,13,1200,20,0
8840,SAMOR|SM055,2024,25,Secondary,6,4,10,7,2000,0,0
10357,SAMOR|SM055,2025,25,Secondary,6,4,15,12,1200,4,0
8841,SAMOR|SM056,2024,42,Primary,5,3,6,5,1500,16,0
10358,SAMOR|SM056,2025,45,Primary,5,3,10,8,1200,15,0
8842,SAMOR|SM057,2024,30,Primary,6,3,5,2.5,4800,15,0
10359,SAMOR|SM057,2025,32,Primary,6,3,10,8,1200,10,0
8843,SAMOR|SM058,2024,38,Primary,6,4,20,15,1500,30,7
10360,SAMOR|SM058,2025,37,Primary,6,4,25,20,1200,0,10
8844,SAMOR|SM059,2024,38,Primary,7,3,6,4,5000,0,0
10361,SAMOR|SM059,2025,39,Literacy,8,3,10,8,1200,0,0
8845,SAMOR|SM063,2024,35,Primary,5,4,3.5,1.5,4200,3,0
10362,SAMOR|SM063,2025,35,Primary,5,4,12,10,1200,4,0
8846,SAMOR|SM064,2024,30,Primary,5,2,2.5,1.5,2800,0,8
10363,SAMOR|SM064,2025,34,Literacy,5,2,6,5,1200,0,4
8847,SAMOR|SM065,2024,28,Primary,6,3,5,4,1500,15,0
10364,SAMOR|SM065,2025,25,Literacy,6,3,15,13,1500,12,0
8848,SAMOR|SM066,2024,49,Primary,4,2,4.5,2.1,4200,0,0
10365,SAMOR|SM066,2025,40,Literacy,4,2,8,6,400,0,0
8849,SAMOR|SM067,2024,29,Primary,4,3,5,4,1500,5,0
10366,SAMOR|SM067,2025,27,Primary,4,3,10,8,1200,0,0
8850,SAMOR|SM068,2024,23,Primary,8,4,6,5,1500,25,0
10367,SAMOR|SM068,2025,24,Primary,4,2,8,6,1200,2,0
8851,SAMOR|SM070,2024,45,Primary,5,1,6,5,1200,3,0
10368,SAMOR|SM070,2025,45,Primary,5,1,10,8,1400,6,0
8852,SAMOR|SM072,2024,43,Primary,6,3,5,3.5,2800,0,0
10369,SAMOR|SM072,2025,36,Literacy,8,3,12,9,2500,0,0
8853,SAMOR|SM073,2024,23,Primary,6,2,8,6,1000,0,0
10370,SAMOR|SM073,2025,32,Literacy,5,3,10,8,1000,0,0
8854,SAMOR|SM074,2024,59,Primary,6,3,3.5,1.5,2800,4,0
10371,SAMOR|SM074,2025,25,Primary,6,3,10,8,3750,0,0
8855,SAMOR|SM075,2024,28,Primary,4,3,3,2,1500,0,0
10372,SAMOR|SM075,2025,29,Literacy,4,3,10,8,1200,0,0
8856,SAMOR|SM076,2024,35,Primary,4,2,1.2,1,4200,4,0
10373,SAMOR|SM076,2025,35,Primary,3,1,10,8,1200,20,0
8857,SAMOR|SM077,2024,40,Primary,6,4,10,7,2000,0,2
10374,SAMOR|SM077,2025,38,Primary,6,3,15,12,1750,3,0
8858,SAMOR|SM078,2024,34,Primary,5,2,6,5,1500,8,0
10375,SAMOR|SM078,2025,44,Primary,5,2,10,10,1200,9,0
8859,SAMOR|SM079,2024,37,Literacy,5,4,5,4,1500,0,0
10376,SAMOR|SM079,2025,35,Primary,5,4,10,8,1200,0,0
8860,SAMOR|SM080,2024,43,Primary,9,6,6,5,1250,30,0
10377,SAMOR|SM080,2025,30,High school,9,6,25,15,4800,30,0
8861,SAMOR|SM081,2024,58,Primary,5,2,5,2,2800,3,0
10378,SAMOR|SM081,2025,54,Literacy,6,3,16,13,1200,0,0
8862,SAMOR|SM082,2024,52,Primary,6,3,6,5,1500,0,0
10379,SAMOR|SM082,2025,55,Literacy,5,3,10,8,2500,0,0
10380,SAMOR|SM083,2025,42,Literacy,5,2,8,6,1200,3,0
6011,SIEM PANG|SP001,2023,,,,,,,1200,0,0
8863,SIEM PANG|SP001,2024,42,Primary,5,3,18,17,1800,8,0
5678,SIEM PANG|SP002,2023,,,,,,,2450,0,0
8864,SIEM PANG|SP002,2024,52,Primary,4,2,12,11,1200,0,0
10381,SIEM PANG|SP002,2025,53,Secondary,4,2,2.5,2,1168,14,0
6176,SIEM PANG|SP003,2023,,,,,,,2500,0,0
8865,SIEM PANG|SP003,2024,55,Primary,3,1,2,1.5,2000,0,0
5639,SIEM PANG|SP004,2023,,,,,,,575,0,0
8866,SIEM PANG|SP004,2024,38,Primary,6,2,4,3,2000,0,0
10382,SIEM PANG|SP004,2025,42,Primary,6,3,6,5,702,0,0
6114,SIEM PANG|SP005,2023,,,,,,,1500,0,0
8867,SIEM PANG|SP005,2024,58,Primary,4,1,10,9,500,5,0
10383,SIEM PANG|SP005,2025,57,Primary,4,1,4,3.5,320,20,0
8868,SIEM PANG|SP006,2024,69,Primary,8,4,10,9.5,150,0,0
6124,SIEM PANG|SP007,2023,,,,,,,800,0,0
8869,SIEM PANG|SP007,2024,38,Primary,7,4,10,9.5,840,4,0
10384,SIEM PANG|SP007,2025,30,Primary,7,4,12,6,840,0,0
6092,SIEM PANG|SP008,2023,,,,,,,1200,0,0
8870,SIEM PANG|SP008,2024,52,Primary,12,5,3,2,3000,0,6
10385,SIEM PANG|SP008,2025,57,High school,5,2,25,20,400,0,7
6291,SIEM PANG|SP009,2023,,,,,,,544,0,0
8871,SIEM PANG|SP009,2024,44,Primary,9,6,12,11,1500,0,2
10386,SIEM PANG|SP009,2025,46,Primary,9,6,10,6,510,0,2
5682,SIEM PANG|SP010,2023,,,,,,,1500,0,0
8872,SIEM PANG|SP010,2024,43,Primary,8,2,12,11,800,3,0
10387,SIEM PANG|SP010,2025,47,Primary,6,2,5,4.8,174,0,0
5973,SIEM PANG|SP011,2023,,,,,,,1548,0,0
8873,SIEM PANG|SP011,2024,53,Primary,5,2,12,11,154,0,20
10388,SIEM PANG|SP011,2025,55,Primary,5,2,5,4.5,1548,0,25
5824,SIEM PANG|SP012,2023,,,,,,,750,0,0
8874,SIEM PANG|SP012,2024,31,Primary,4,3,15,14,750,1,1
10389,SIEM PANG|SP012,2025,38,Primary,4,3,6,5.5,920,4,2
5628,SIEM PANG|SP013,2023,,,,,,,600,0,0
8875,SIEM PANG|SP013,2024,36,Primary,4,2,10,5,600,5,0
10390,SIEM PANG|SP013,2025,36,Primary,5,2,22,18,630,5,0
6090,SIEM PANG|SP014,2023,,,,,,,3000,0,0
8876,SIEM PANG|SP014,2024,66,Primary,5,2,15,15,450,0,0
10391,SIEM PANG|SP014,2025,67,Primary,4,2,15,12,1125,0,0
6164,SIEM PANG|SP015,2023,,,,,,,1620,0,0
8877,SIEM PANG|SP015,2024,65,Primary,6,5,16,15,1350,0,0
10392,SIEM PANG|SP015,2025,64,Primary,7,6,24,16,1350,0,0
8878,SIEM PANG|SP016,2024,41,Primary,5,2,10,6,800,2,0
10393,SIEM PANG|SP016,2025,36,Primary,5,3,6,6,450,0,0
5647,SIEM PANG|SP017,2023,,,,,,,875,0,0
8879,SIEM PANG|SP017,2024,41,Primary,5,2,10,9.5,720,7,0
10394,SIEM PANG|SP017,2025,51,Primary,4,2,5,4,875,4,0
6293,SIEM PANG|SP018,2023,,,,,,,300,0,0
8880,SIEM PANG|SP018,2024,49,Primary,5,4,10,9.5,350,0,0
10395,SIEM PANG|SP018,2025,47,Primary,4,3,9,9,460,0,0
5755,SIEM PANG|SP019,2023,,,,,,,1400,0,0
8881,SIEM PANG|SP019,2024,57,High school,6,4,16,15,1400,9,0
10396,SIEM PANG|SP019,2025,65,Primary,6,4,20,15,2500,15,0
6030,SIEM PANG|SP020,2023,,,,,,,495,0,0
8882,SIEM PANG|SP020,2024,50,University,5,3,20,15,700,30,0
10397,SIEM PANG|SP020,2025,42,University,5,3,25,20,105,35,0
6240,SIEM PANG|SP021,2023,,,,,,,740,0,0
8883,SIEM PANG|SP021,2024,40,Primary,5,2,4,3,700,0,0
6014,SIEM PANG|SP022,2023,,,,,,,3.7,0,0
8884,SIEM PANG|SP022,2024,43,Secondary,3,1,10,9.5,550,0,0
10398,SIEM PANG|SP022,2025,38,Primary,6,3,10,5,380,0,0
5601,SIEM PANG|SP023,2023,,,,,,,2500,0,0
8885,SIEM PANG|SP023,2024,30,Primary,5,3,10,9,1500,14,3
10399,SIEM PANG|SP023,2025,31,High school,9,4,19,14,100,1,4
6212,SIEM PANG|SP024,2023,,,,,,,560,0,0
8886,SIEM PANG|SP024,2024,44,Primary,6,4,16,15,630,0,0
10400,SIEM PANG|SP024,2025,45,Primary,6,4,17,16,490,0,0
6225,SIEM PANG|SP025,2023,,,,,,,450,0,0
8887,SIEM PANG|SP025,2024,30,Secondary,4,1,15,14,300,0,0
10401,SIEM PANG|SP025,2025,32,Secondary,4,1,20,12,302,0,0
8888,SIEM PANG|SP026,2024,51,High school,8,5,20,15,440,35,0
10402,SIEM PANG|SP026,2025,52,Secondary,8,5,30,25,360,50,0
5749,SIEM PANG|SP027,2023,,,,,,,5000,0,0
8889,SIEM PANG|SP027,2024,45,High school,7,4,75,54,3500,0,0
5664,SIEM PANG|SP028,2023,,,,,,,1800,0,0
8890,SIEM PANG|SP028,2024,40,Primary,7,3,12,11,2000,0,0
10403,SIEM PANG|SP028,2025,37,Primary,9,5,10,9,900,25,0
8891,SIEM PANG|SP029,2024,35,High school,4,2,10,4,1500,0,0
10404,SIEM PANG|SP029,2025,36,Secondary,5,2,20,16,160,0,0
8892,SIEM PANG|SP030,2024,49,Primary,5,3,12,11,800,26,0
10405,SIEM PANG|SP030,2025,49,Primary,5,3,16,14,1500,35,0
8893,SIEM PANG|SP031,2024,37,Primary,4,3,8,7,945,0,0
10406,SIEM PANG|SP031,2025,37,Primary,4,3,10,8,945,0,0
8894,SIEM PANG|SP032,2024,41,Secondary,5,2,19,18,2000,0,3
10407,SIEM PANG|SP032,2025,40,Primary,5,2,21,20,960,0,0
8895,SIEM PANG|SP033,2024,55,Primary,11,6,16,15,1200,26,0
10408,SIEM PANG|SP033,2025,58,Primary,11,5,14,12,2400,30,0
8896,SIEM PANG|SP034,2024,31,Primary,5,1,10,9.5,640,0,0
8897,SIEM PANG|SP035,2024,55,Primary,9,4,19,15,945,0,0
10409,SIEM PANG|SP035,2025,56,Primary,5,2,9.64,3.76,348,7,0
8898,SIEM PANG|SP036,2024,34,Secondary,4,3,18,17,250,12,0
10410,SIEM PANG|SP036,2025,36,Secondary,4,3,18,15,343,0,0
8899,SIEM PANG|SP037,2024,42,Secondary,4,3,12,11,800,33,0
10411,SIEM PANG|SP037,2025,44,Primary,4,3,8,6,720,38,0
8900,SIEM PANG|SP038,2024,31,High school,5,2,109.8,76.9,5000,0,0
10412,SIEM PANG|SP038,2025,38,Primary,7,3,22,19,900,0,0
8901,SIEM PANG|SP039,2024,39,Primary,12,4,10,10.5,700,0,0
10413,SIEM PANG|SP039,2025,41,Primary,9,3,6,5,200,0,0
8902,SIEM PANG|SP041,2024,45,Secondary,5,2,28,20,390,0,0
10414,SIEM PANG|SP041,2025,47,Primary,6,1,21,16,261,0,0
8903,SIEM PANG|SP042,2024,28,Secondary,6,2,10,9,561,0,0
10415,SIEM PANG|SP042,2025,36,Primary,5,3,10,5,352,0,0
8904,SIEM PANG|SP044,2024,40,Primary,4,1,10,9.5,800,0,0
10416,SIEM PANG|SP044,2025,43,Primary,4,2,5,5,210,0,0
10417,SIEM PANG|SP045,2025,45,University,6,2,35,30,524,0,0
10418,SIEM PANG|SP046,2025,36,Primary,4,2,9,8,455,0,0
3731,SOUNG|SG001,2022,,,,,,,1000,0,0
5280,SOUNG|SG001,2023,,,,,,,700,0,0
7291,SOUNG|SG001,2024,55,Literacy,7,2,18,17,700,12,0
9433,SOUNG|SG001,2025,56,Primary,8,3,2,2,700,9,0
3732,SOUNG|SG003,2022,,,,,,,510,0,0
5281,SOUNG|SG003,2023,,,,,,,875,0,0
7292,SOUNG|SG003,2024,38,High school,7,6,7,9,875,18,0
9434,SOUNG|SG003,2025,39,Secondary,7,6,15000000,23000000,875,16,0
3733,SOUNG|SG004,2022,,,,,,,1250,0,0
5282,SOUNG|SG004,2023,,,,,,,1250,0,0
7293,SOUNG|SG004,2024,48,Literacy,12,4,1,3,1250,2,0
9435,SOUNG|SG004,2025,48,Literacy,11,5,5000000,10000000,1250,5,0
3210,SOUNG|SG007,2021,,,,,,,,,
3734,SOUNG|SG007,2022,,,,,,,1000,0,0
5283,SOUNG|SG007,2023,,,,,,,1000,0,0
7294,SOUNG|SG007,2024,58,Secondary,5,4,4,5,1000,17,0
9436,SOUNG|SG007,2025,60,High school,6,5,3,3.5,1000,19,0
3204,SOUNG|SG010,2021,,,,,,,,,
3735,SOUNG|SG010,2022,,,,,,,800,0,0
3208,SOUNG|SG012,2021,,,,,,,,,
3736,SOUNG|SG012,2022,,,,,,,1000,0,0
7295,SOUNG|SG012,2024,35,Primary,7,3,4,4,1200,17,0
3218,SOUNG|SG013,2021,,,,,,,,,
3737,SOUNG|SG013,2022,,,,,,,1000,0,0
5284,SOUNG|SG013,2023,,,,,,,1000,0,0
7296,SOUNG|SG013,2024,43,Literacy,6,2,7,9,1000,15,0
9437,SOUNG|SG013,2025,43,Literacy,8,3,20,23,1000,16,0
3221,SOUNG|SG014,2021,,,,,,,,,
3738,SOUNG|SG014,2022,,,,,,,1200,0,0
3219,SOUNG|SG015,2021,,,,,,,,,
3739,SOUNG|SG015,2022,,,,,,,450,0,0
5285,SOUNG|SG015,2023,,,,,,,900,0,0
7297,SOUNG|SG015,2024,32,Primary,5,3,20,18,800,2,0
9438,SOUNG|SG015,2025,34,Primary,5,3,3000000,4000000,800,2,0
3220,SOUNG|SG016,2021,,,,,,,,,
3740,SOUNG|SG016,2022,,,,,,,1000,0,0
3209,SOUNG|SG017,2021,,,,,,,,,
3741,SOUNG|SG017,2022,,,,,,,1000,0,0
5286,SOUNG|SG017,2023,,,,,,,1000,0,0
7298,SOUNG|SG017,2024,47,Literacy,7,3,18,16,1000,18,8
9439,SOUNG|SG017,2025,47,Primary,5,2,10,10,1000,16,9
3206,SOUNG|SG018,2021,,,,,,,,,
3742,SOUNG|SG018,2022,,,,,,,1000,0,0
5287,SOUNG|SG018,2023,,,,,,,700,0,0
7299,SOUNG|SG018,2024,21,Secondary,6,2,18,17,700,9,0
9440,SOUNG|SG018,2025,22,Primary,6,2,8,8,700,9,0
3203,SOUNG|SG020,2021,,,,,,,,,
3743,SOUNG|SG020,2022,,,,,,,1000,0,0
3207,SOUNG|SG021,2021,,,,,,,,,
3202,SOUNG|SG022,2021,,,,,,,,,
3744,SOUNG|SG022,2022,,,,,,,2000,0,0
5288,SOUNG|SG022,2023,,,,,,,2400,0,0
7300,SOUNG|SG022,2024,38,Secondary,5,2,0.5,0.5,2400,3,3
9441,SOUNG|SG022,2025,39,Secondary,5,2,2000000,2000000,2000,5,0
3222,SOUNG|SG024,2021,,,,,,,,,
3745,SOUNG|SG024,2022,,,,,,,1250,0,0
5289,SOUNG|SG024,2023,,,,,,,875,0,0
7301,SOUNG|SG024,2024,55,Literacy,3,1,2,1,875,0,0
5290,SOUNG|SG025,2023,,,,,,,700,0,0
7302,SOUNG|SG025,2024,40,High school,9,5,2,2,700,12,4
9442,SOUNG|SG025,2025,40,Secondary,6,3,3,3,700,11,7
5291,SOUNG|SG026,2023,,,,,,,1800,0,0
7303,SOUNG|SG026,2024,27,Secondary,4,1,2,2,1800,3,0
5292,SOUNG|SG044,2023,,,,,,,800,0,0
7304,SOUNG|SG044,2024,32,Literacy,6,4,16,13,800,6,0
9443,SOUNG|SG044,2025,30,Primary,6,4,3000000,4000000,800,7,0
5293,SOUNG|SG046,2023,,,,,,,1000,0,0
7305,SOUNG|SG046,2024,33,Primary,7,6,0.5,0.5,1000,0,0
9444,SOUNG|SG046,2025,33,Primary,7,3,4,4,1000,0,0
3746,SOUNG|SG058,2022,,,,,,,1000,0,0
5294,SOUNG|SG058,2023,,,,,,,2000,0,0
7306,SOUNG|SG058,2024,51,Primary,4,2,1,1,2000,8,0
5295,SOUNG|SG067,2023,,,,,,,800,0,0
11060,SRAE CHHUK|SCH001,2025,66,Literacy,3,1,10,10,700,12,2
